conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
"1,79462E+18",Sun May 26 06:43:01 +0000 2024,1,Presiden berfungsi sebagai kepala pemerintahan dan kepala negara. Salah satu tanda2nya: presiden sbg kepala pemerintahan melantik dan mengambil sumpah pejabat di bawahnya (eksekutif) dan presiden sbg kepala negara menghadiri pelantikan dan pengambilan sumpah jabatan pejabat.,"1,79462E+18",,,in,,0,0,0,https://x.com/Jerukni01528287/status/1794620234672017783,"1,4164E+18",Jerukni01528287
"1,79459E+18",Sun May 26 04:25:12 +0000 2024,0,Analisanya dalam waktu dekat menuju pelantikan Presiden baru akan ada eskalasi show of power dari masing2 lembaga2 negara saling menekan satu sama lain. Barter jabatan di kabinet akan terjadi.,"1,79459E+18",,,in,,0,0,0,https://x.com/totopethul2/status/1794585555843600779,"1,60357E+18",totopethul2
"1,79427E+18",Sat May 25 16:26:09 +0000 2024,0, Penasaran PSI dapet posisi apa habis pelantikan presiden baru ,"1,7944E+18",,03__nakula,in,,0,0,0,https://x.com/pongo1411/status/1794404599086108769,"1,59585E+18",pongo1411
"1,79425E+18",Sat May 25 11:49:13 +0000 2024,3, Format ulang negeri ini!!! Lengserkan sebelum pelantikan dan bentuk pemerintahan darurat angkat pa Gatot N jadi presiden semntara untuk adakan perbaikan dan pemungutan suara ulang,"1,79433E+18",,PngAdilnR4kyt,in,,0,1,2,https://x.com/BuanaJannah/status/1794334906023313497,"1,61931E+18",BuanaJannah
"1,79431E+18",Sat May 25 10:00:05 +0000 2024,0,gue cuma berharap tes cpns tahun ini diundur sampe pelantikan presiden baru bila perlu diundur desember aja ,"1,79431E+18",,,in,,0,1,0,https://x.com/solitudeminder/status/1794307444082135295,"1,7764E+18",solitudeminder
"1,79425E+18",Sat May 25 06:29:07 +0000 2024,1,Pada 25 Mei 1946 pukul 11.00 pagi bertempat di Gedung Agung dilangsungkan upacara pelantikan pembesar-pembesar tentara dan Kementerian Pertahanan untuk pertama kalinya sejak Indonesia merdeka oleh Presiden Soekarno. https://t.co/PfgwV4DI98,"1,79425E+18",https://pbs.twimg.com/media/GOZ4za_a0AAbMQ3.jpg,,in,"Yogyakarta, Indonesia",0,1,1,https://x.com/tasteofjogja1/status/1794254349088268540,"7,55622E+17",tasteofjogja1
"1,79395E+18",Fri May 24 11:49:03 +0000 2024,11, Setelah pelantikan presiden terpilih bisa jadi semuanya meroket... Bagaimana ?,"1,79397E+18",,democrazymedia,in,"Semarang Selatan, Indonesia",0,0,1,https://x.com/RadenNingrat99/status/1793972474914525588,566294480,RadenNingrat99
"1,79395E+18",Fri May 24 10:40:12 +0000 2024,4, Setelah pelantikan presiden bakal bnyk lg tarif yg akan naik ,"1,79396E+18",,democrazymedia,in,,0,0,0,https://x.com/Kang_Toniee/status/1793955151079968772,"1,60524E+18",Kang_Toniee
"1,79385E+18",Fri May 24 08:56:14 +0000 2024,0, Sepertinya mas elon masih liat nanti setelah pelantikan presiden bpk yg satu ini masih bakal cawe lagi ngga apapun posisinya nanti,"1,79393E+18",,tempodotco,in,,0,0,0,https://x.com/ry_gand/status/1793928983920378179,"8,94675E+17",ry_gand
"1,79384E+18",Fri May 24 08:41:12 +0000 2024,0, Pendaftaran mahasiswa baru sebelum pelantikan presiden yg baru. Jadi pasti banyak calon mahasiswa baru yg mengundurkan diri atau tidak mampu.,"1,79393E+18",,geloraco,in,,0,0,0,https://x.com/MuhammadDjazul1/status/1793925201228693824,3301589730,MuhammadDjazul1
"1,79364E+18",Fri May 24 06:35:58 +0000 2024,21,kata jokowi di pelantikan Priode ke 2. Tidak ada visi misi mentri Yang ada visi misi Presiden. Jadi kelakuan Nadiem yang sejalan dengan si bigbos ,"1,79389E+18",,Shangkara_Jiwa,in,,0,0,0,https://x.com/faz_hrp/status/1793893685672951818,1913890555,faz_hrp
"1,79389E+18",Fri May 24 06:33:53 +0000 2024,2,Jelang Pelantikan Presiden Baru Demokrat Harap Transisi Pemerintahan Jokowi ke Prabowo Berjalan Baik Kita berharap pergantian kekuasaan antara Presiden Jokowi dan Presiden terpilih Prabowo Subianto terjadi secara smooth. Dari Pak Jokowi ke Pak Prabowo kita berharap juga bagus https://t.co/4Las9fn0ux,"1,79389E+18",https://pbs.twimg.com/media/GOUwUHxaIAAeRhA.jpg,,in,Jakarta Capital Region,0,0,0,https://x.com/PDemokrat/status/1793893160432849026,248199104,PDemokrat
"1,79379E+18",Fri May 24 04:13:00 +0000 2024,0, Banyak2 makan bergiji mbak apalagi menjelang hari pelantikan presiden RI supaya ada tenaga mbak untuk meyimpan rasa benci,"1,79386E+18",,ike_hw71,in,"Balige, Sumatera Utara ",0,0,0,https://x.com/juansibuea85/status/1793857706807505141,"7,07495E+17",juansibuea85
"1,7938E+18",Fri May 24 01:34:03 +0000 2024,1,setelah pelantikan presiden nanti mr. Roewet ini bakal non job.,"1,79382E+18",,Dandhy_Laksono,in,,0,0,0,https://x.com/DidikSomeBe007/status/1793817706208383329,"1,50757E+18",DidikSomeBe007
"1,79379E+18",Fri May 24 00:00:50 +0000 2024,2,Mumpung dah terpilih dan nunggu pelantikan apa salahnya ngomong ke nadiem atau ke presiden jgn ada kenaikan UKT ga usah takut dipecat dari jabatan menhan krn menentang kebijakan presiden demi nasib anak2 yg makan siang gratis nantinya...,"1,79379E+18",,,in,,0,1,1,https://x.com/NPlangaplongo/status/1793794247491207179,"1,19115E+18",NPlangaplongo
"1,79351E+18",Thu May 23 14:25:47 +0000 2024,0,semoga pak anies juga diberi kesehatan utk menghadiri pelantikan pak prabowo sebagai presiden 2024-2029 ya bro....,"1,79365E+18",,cahyok2cahyok1,in,,0,0,0,https://x.com/dondjaafar29262/status/1793649532989055104,"1,66008E+18",dondjaafar29262
"1,79347E+18",Thu May 23 13:03:34 +0000 2024,0, Tinggal tunggu tgl mainnya pelantikan Presiden Prabowo. Nanti pak jkw jadi dewan pembina atau ketum gerindra,"1,79363E+18",,Adiprayitno_20,in,,0,0,0,https://x.com/hayukitangopi/status/1793628841065521445,"1,60122E+18",hayukitangopi
"1,79352E+18",Thu May 23 12:02:48 +0000 2024,0,paling juga yang ngajuin pingin dapet jabatan. kan masih anak presiden. sesudah pelantikan presiden dan wakil jadi adiknya wapres. lumayan kan dpt jatah?! ,"1,79361E+18",,kompascom,in,,0,0,0,https://x.com/pucung757/status/1793613549161558307,"1,68482E+18",pucung757
"1,79359E+18",Thu May 23 11:43:29 +0000 2024,1,@MJOEJOEF @PngAdilnR4kyt Ambil langkah yg emosional semua ahli sudah banyak bicara tentang kekacauan negeri ini maka lengserkan segera dan tolak pelantikan produk keberlanjutan bentuk pemerintahan darurat angkat pa Gatot N jadi presiden semntara otomatis semua tuntas format ulang negeri ini!!!,"1,79361E+18",,MJOEJOEF,in,,0,0,0,https://x.com/BuanaJannah/status/1793608690031071689,"1,61931E+18",BuanaJannah
"1,79359E+18",Thu May 23 11:09:29 +0000 2024,0,@keuangannews_id @keuangan Tunda aja dulu setelah pelantikan presiden baru..sementara kan bisa buat pjs..msh gak jera jg pmbentukan pjbt KPK ditangan jkw??,"1,7936E+18",,keuangannews_id,in,,0,0,0,https://x.com/Legislator75/status/1793600133059563620,"1,56396E+18",Legislator75
"1,79221E+18",Tue May 21 11:28:20 +0000 2024,0,Nggak usah dilengserkan nanti lengser sendiri tinggal tunggu 5 bulan lagi pelantikan presiden baru,"1,79288E+18",,H4T14K4LN4L42,in,,0,0,0,https://x.com/armex_55/status/1792880099777273997,1860719528,armex_55
"1,79287E+18",Tue May 21 10:34:34 +0000 2024,0, Prabowo-Gibran Batal Dilantik oleh MPR Ketua MPR Bambang Soesatyo mengatakan pelantikan presiden dan wakil presiden terpilih sulit untuk dijegal karena tahapan Pemilu 2024 sudah selesai. ,"1,79287E+18",https://pbs.twimg.com/media/GOGKoQWbcAAjkLu.jpg,,in,"Jakarta Pusat, DKI Jakarta",0,0,0,https://x.com/TurnBackHoax/status/1792866570349293773,"8,03433E+17",TurnBackHoax
"1,79282E+18",Tue May 21 10:16:18 +0000 2024,6,Pengen banget segera ada pelantikan Presiden agar janji ini segera terealisasi,"1,79286E+18",https://pbs.twimg.com/media/GOGGdgjaEAAxfnh.jpg,Yattie2023,in,,0,0,1,https://x.com/Yanspekaknata/status/1792861973010653269,"1,74956E+18",Yanspekaknata
"1,79256E+18",Tue May 21 07:11:02 +0000 2024,0,Jangan sampai ada pihak-2 yang mau menggagalkan jalannya pelantikan Presiden ke-8 Prabowo biaya kerugiannya sangat besar rakyat pula yang menanggungnya,"1,79282E+18",,zainalmusyaffak,in,,0,0,0,https://x.com/udin354/status/1792815347504128206,172576892,udin354
"1,7928E+18",Tue May 21 05:56:32 +0000 2024,0,Anies dan Ganjar Diminta Tiru Prabowo Hadiri Pelantikan Presiden meski Kalah di Pilpres ,"1,7928E+18",,,in,,0,0,0,https://x.com/HasaniHasanudin/status/1792796597975502994,"1,55444E+18",HasaniHasanudin
"1,79256E+18",Tue May 21 05:42:28 +0000 2024,0,@kegblgnunfaedh 6 bulan berati kira setelah pelantikan presiden baru dpt yah,"1,79279E+18",,kegblgnunfaedh,in,,0,0,0,https://x.com/NurrohmahL47510/status/1792793059018854426,"1,7409E+18",NurrohmahL47510
"1,7921E+18",Tue May 21 05:14:25 +0000 2024,0,@geloraco Ah 10 tahun yang lalu sebelum pelantikan presiden lama juga gini ternyata masih gini gini aja,"1,79279E+18",,geloraco,in,,0,0,0,https://x.com/ditemukanorang/status/1792786001091547162,"1,6667E+18",ditemukanorang
"1,79278E+18",Tue May 21 04:43:41 +0000 2024,0,Apalagi setelah pelantikan Presiden ke-8 RI 20 Oktober 2024 mendatang.,"1,79278E+18",,alfisahdinardi,in,,0,1,0,https://x.com/alfisahdinardi/status/1792778265838706720,"1,61485E+18",alfisahdinardi
"1,79273E+18",Tue May 21 03:07:31 +0000 2024,0,@miesoobari Biar ga bentrok ama pelantikan presiden baru kali semuanya keluar agustus,"1,79275E+18",,miesoobari,in,,0,1,0,https://x.com/meongjuy/status/1792754064050311385,"1,54021E+18",meongjuy
"1,79243E+18",Tue May 21 02:16:54 +0000 2024,0,@tvOneNews Selama Periode 2024-2029 apakah akan terjadi 2x pelantikan presiden? Tidak layak utk ditunggu.,"1,79274E+18",,tvOneNews,in,"Cikarang, Indonesia",0,0,0,https://x.com/Rudyhart88/status/1792741325198229982,282137197,Rudyhart88
"1,79274E+18",Tue May 21 02:00:05 +0000 2024,0,Prabowo Ungkap Pesan Jokowi soal Banyak Titipan Menjelang Pelantikan Presiden https://t.co/YEehCE3X3N,"1,79274E+18",,,in,Semarang,0,0,0,https://x.com/tribunjateng/status/1792737096467398858,263711825,tribunjateng
"1,79257E+18",Mon May 20 15:03:26 +0000 2024,4,Upaya PDIP untuk Jegal Pelantikan Prabowo-Gibran Lewat PTUN Dianggap Terlambat Yusril: Kami Siap Beri Perlawanan: Langkah PDIP melakukan upaya hukum ke PTUN untuk menggugat KPU yang telah meloloskan Gibran Rakabuming Raka sebagai calon wakil presiden https://t.co/V4mFiv6H48 https://t.co/laCCVy7WsL,"1,79257E+18",https://pbs.twimg.com/media/GOB-l-BbIAACL6Z.jpg,,in,"Pulo Gadung, Indonesia",0,2,3,https://x.com/tvOneNews/status/1792571843985260544,55507370,tvOneNews
"1,79256E+18",Mon May 20 14:41:24 +0000 2024,31, Gpp 6 bulan lagi pas pelantikan Presiden baru yang digadang-gadang semua gratis. Hidup kita udh terjamin oleh negara. ,"1,79257E+18",,kegblgnunfaedh,in,"Central Java, Indonesia",0,5,1,https://x.com/fachmiza/status/1792566300260102371,71555123,fachmiza
"1,79236E+18",Mon May 20 14:28:47 +0000 2024,1, Prabowo hadir pada pelantikan Presiden mesti kalah karena bermaksud minta jatah menteri apa Anis dan Ganjar menghadiri pelantikan Presiden akan diberi juga jabatan Menteri?,"1,79256E+18",,soeyoto1,in,,0,0,0,https://x.com/jayusman92/status/1792563122076893382,"1,25789E+18",jayusman92
"1,79244E+18",Mon May 20 14:15:56 +0000 2024,0,@yaniarsim Semoga pak jokowi dan pak prabowo di beri kesehatan dan umur panjang untuk menghadiri pelantikan pak anies rasid baswedan sebagai presiden di tahun 2029 Aamiin,"1,79256E+18",,yaniarsim,in,.,0,1,0,https://x.com/cahyok2cahyok1/status/1792559890524975141,"1,67107E+18",cahyok2cahyok1
"1,79252E+18",Mon May 20 11:52:00 +0000 2024,0,WAKIL Ketua DPR RI Sufmi Dasco Ahmad menyebut revisi Undang-Undang Nomor 39 Tahun 2008 tentang Kementerian Negara bakal rampung sebelum pelantikan presiden dan wakil presiden baru pada Oktober 2024 mendatang. ,"1,79252E+18",,,in,Jakarta - Indonesia,0,0,0,https://x.com/mediaindonesia/status/1792523669648138615,68930552,mediaindonesia
"1,79249E+18",Mon May 20 09:50:04 +0000 2024,1,Akankah Ada Pertemuan Megawati-Prabowo dan Megawati-Jokowi sebelum Pelantikan Presiden Terpilih?,"1,79249E+18",,,in,Indonesia,0,0,0,https://x.com/KompasTV/status/1792492983646122445,71436318,KompasTV
"1,79245E+18",Mon May 20 07:10:19 +0000 2024,0,Selain memperkuat kerja sama di bidang pertahanan lawatan Prabowo ini sekaligus mempersiapkan transisi pemerintahannya dengan Presiden Joko Widodo jelang pelantikan pada oktober mendatang.,"1,79245E+18",,Harumiii_kn,in,,0,1,0,https://x.com/Harumiii_kn/status/1792452777702228023,"1,62354E+18",Harumiii_kn
"1,79245E+18",Mon May 20 06:56:41 +0000 2024,0,Selain memperkuat kerja sama di bidang pertahanan lawatan Prabowo ini sekaligus mempersiapkan transisi pemerintahannya dengan Presiden Joko Widodo jelang pelantikan pada oktober mendatang.,"1,79245E+18",,DonaDon999,in,,0,1,0,https://x.com/DonaDon999/status/1792449349970211121,781114082,DonaDon999
"1,79244E+18",Mon May 20 06:27:02 +0000 2024,15,Politikus Partai Gerindra Maruarar Sirait berharap Anies Baswedan dan Ganjar Pranowo bisa menghadiri pelantikan Prabowo Subianto dan Gibran Rakabuming Raka pada Oktober 2024 mendatang. Pada Oktober 2024 Prabowo Subianto dan Gibran Rakabuming Raka akan dilantik sebagai presiden https://t.co/tAIOFYPvtd,"1,79244E+18",https://pbs.twimg.com/media/GOAIZCFa0AAYAkC.jpg,,in,"Pulo Gadung, Indonesia",2,22,3,https://x.com/tvOneNews/status/1792441885036028260,55507370,tvOneNews
"1,79238E+18",Mon May 20 05:48:57 +0000 2024,0, Lengserkan segera sebelum pelantikan produk Kecurangan cawe cawe!!! Bentuk pemerintahan darurat angkat pa Gatot N jadi presiden semntara tuk adakan perbaikan dan pemungutan suara ulang untuk menghindari perang saudara seperti antara pandawa dan kurawa ,"1,79243E+18",,N0Name1945,in,,0,0,0,https://x.com/BuanaJannah/status/1792432302531985730,"1,61931E+18",BuanaJannah
"1,79236E+18",Mon May 20 05:45:28 +0000 2024,0,@soeyoto1 Lebih malu lg klo menghadiri pelantikan presiden hasil curang,"1,79243E+18",,soeyoto1,in,,0,0,0,https://x.com/ASTYBANJAR1536/status/1792431425393971293,"1,63766E+18",ASTYBANJAR1536
"1,79105E+18",Fri May 17 08:05:52 +0000 2024,0,@CNNIndonesia Udah ada pelantikan Presiden kah..??!!,"1,79138E+18",,CNNIndonesia,in,,0,0,0,https://x.com/AkuCeuElin/status/1791379595046113433,"1,08982E+18",AkuCeuElin
"1,79111E+18",Fri May 17 07:06:20 +0000 2024,0,@yaniarsim Pindah ke tanah nya pak @prabowo aja dia pernah bilang kalo negara mo ambil buat rakyat gak papa Nah skrg dia jd Presiden nunggu pelantikan,"1,79136E+18",,yaniarsim,in,,0,0,0,https://x.com/Sariden10687985/status/1791364613126476217,"1,35374E+18",Sariden10687985
"1,7913E+18",Fri May 17 02:48:43 +0000 2024,2,Maka nya pilkada di adakan setelah pelantikan presiden dan wakil presiden..,"1,7913E+18",,,in,"Dun-le-Palestel, France",0,1,0,https://x.com/Minang_cyber/status/1791299783392743666,1350917154,Minang_cyber
"1,79093E+18",Fri May 17 01:07:59 +0000 2024,0,@DoankWarto Ini berita tanggal 18 Sep 2014 sebelum pelantikan presiden Jokowi tgl 20 Okt 2014. Wajar karena oposisi tapi semenjak 2019 Prabowo gabung jadi Menhan baru beliau mengerti dan paham ternyata mengurus negara RI dengan sekian ratus juta jiwa penduduk beribu pulau tidak gampang.,"1,79127E+18",,DoankWarto,in,,0,0,0,https://x.com/rio_anthony/status/1791274431169581076,426628713,rio_anthony
"1,79127E+18",Fri May 17 01:04:25 +0000 2024,0,guys blm pelantikan presiden kalo mau demo nolak masih bisa ayo gue derespect bgt ma negara ini,"1,79127E+18",,,in,ID,0,0,0,https://x.com/kjhanjs/status/1791273534075076731,"9,51423E+17",kjhanjs
"1,79099E+18",Fri May 17 00:53:40 +0000 2024,0,@CNNIndonesia Cuma mau tanya pelantikan belum ya ini sebagai apa? menhan? Apa presiden? Nah Gibran sbgi apa? biaya sendiri apa negara?,"1,79127E+18",,CNNIndonesia,in,"Karawang, Jawa Barat",0,0,0,https://x.com/irwanrixo/status/1791270827272610138,"7,39445E+17",irwanrixo
"1,79127E+18",Fri May 17 00:36:03 +0000 2024,1,Knp pada marah sama voter ya kan pelantikan presiden baru masih 20 oktober nanti kebijakan yg sekarang ya berarti salah itu kan pemilih 2019 donk ,"1,79127E+18",,,in,,0,0,0,https://x.com/Skyr2023/status/1791266397596553661,"1,54676E+18",Skyr2023
"1,79117E+18",Thu May 16 18:05:45 +0000 2024,1,Pelantikan presiden 22 oktober 2024.. prabowo sebagai presiden dan gibrant wakil presiden,"1,79117E+18",,,in,,0,1,1,https://x.com/BanG_BoLoN71/status/1791168172575555719,"1,25974E+18",BanG_BoLoN71
"1,79078E+18",Thu May 16 15:27:52 +0000 2024,3,Sah dan meyakinkan People power LENGSERKAN segera sebelum pelantikan 02 bentuk pemerintahan darurat angkat pa Gatot N jadi presiden semntara untuk adakan pemungutan suara ulang,"1,79113E+18",,Andria75777,in,,0,1,0,https://x.com/BuanaJannah/status/1791128442513330273,"1,61931E+18",BuanaJannah
"1,79108E+18",Thu May 16 14:45:21 +0000 2024,0,Tak akan terjadi pelantikan presiden RI yg memiliki hubungan kedekatan dngn AMERIKA penyokong zionis israel menjajah palestina Segera cari tau apakah pa Prabowo direstui Amerika melalui ustrali? Jika direstui Amerika maka tolak pelantikan produk cawe cawe yg direstui Amerika,"1,79112E+18",,Bayi_Nepotisme,in,,0,1,0,https://x.com/BuanaJannah/status/1791117739316429029,"1,61931E+18",BuanaJannah
"1,79106E+18",Thu May 16 14:37:57 +0000 2024,2, Dilantik aja belum kritikan udh mulai masif... Sehat2 selalu ya sampai pelantikan Presiden Republik Indonesia nanti,"1,79112E+18",,windrh1,in,,0,2,0,https://x.com/are_inismyname/status/1791115879276761134,"1,15245E+18",are_inismyname
"1,7911E+18",Thu May 16 13:54:40 +0000 2024,0,Jokowi dan Prabowo setelah pelantikan Presiden,"1,7911E+18",,,in,Jakarta Selatan Terbaik ,0,0,0,https://x.com/raynoor_/status/1791104987290042708,"1,2504E+18",raynoor_
"1,79077E+18",Thu May 16 11:19:15 +0000 2024,0,\Sabar boss kalo ga suka beliau tunggu nanti Pelantikan presiden baru pak prabowo.,"1,79107E+18",,PelatihT1dur,in,,0,0,0,https://x.com/kartant85215/status/1791065874667045135,"1,69578E+18",kartant85215
"1,79091E+18",Thu May 16 11:05:26 +0000 2024,1,Ini kan masih didalam pemerintahan jokowi berarti yang harus dibenahi mentri pendidikan dan jajarannya dong? Blm juga pelantikan presiden baru. ,"1,79106E+18",,sushitrusts,in,"Bekasi, Jawa Barat",0,0,0,https://x.com/ayshiiiiiiii/status/1791062395454148645,"1,45768E+18",ayshiiiiiiii
"1,79106E+18",Thu May 16 11:02:39 +0000 2024,0,Dikatakan Muzani revisi UU Kementerian bisa dilakukan sebelum pelantikan presiden dan wakil presiden terpilih pada Oktober 2024.,"1,79106E+18",,dimas_satura,in,,0,1,0,https://x.com/dimas_satura/status/1791061697995923581,"1,62294E+18",dimas_satura
"1,79098E+18",Thu May 16 05:57:29 +0000 2024,0,Puas2sin aja setelah pelantikan PRESIDEN TERPILIH. PRABOWO GIBRAN loe ga laku lg...,"1,79098E+18",,,in,,0,0,0,https://x.com/bangmustaja/status/1790984898989429008,"1,75915E+18",bangmustaja
"1,79096E+18",Thu May 16 04:18:09 +0000 2024,0,pelantikan presiden baru aja belom tp udah keliatan kedepannya gimana ya,"1,79096E+18",,,in,space,0,0,0,https://x.com/itsmenurran/status/1790959899696123970,"1,31089E+18",itsmenurran
"1,79091E+18",Thu May 16 03:35:31 +0000 2024,0, Selama belum dilantik kekuasaan sesungguhnya di tangan jokowi. Nanti kalau udah pelantikan baru dilihat. Betul prabowo pas udah jadi presiden terpilih power dah geser ke dia. Berupa dukungan parpol. Tp the real power di military yudikatif sampe dia dilantik masih di tangan joko,"1,79095E+18",,Miduk17,in,,0,0,0,https://x.com/yullegrhjzch/status/1790949170343539191,"1,77512E+18",yullegrhjzch
"1,79087E+18",Wed May 15 22:11:42 +0000 2024,0,Janji Prabowo kuliah gratis. Jelang pelantikan presiden terpilih 20 okt 24 para rektor PTN kompak menaikan uang kuliah. Apakah ini pembangkangan nasional ?? Koalisi Para Rektor vs Koalisi Indonesia Maju pimpinan Prabowo siapa pemenangnya ?? ,"1,79087E+18",,,in,,0,1,0,https://x.com/NoorMuzani/status/1790867682868515204,"8,5164E+17",NoorMuzani
"1,78899E+18",Wed May 15 21:04:13 +0000 2024,0,kacau dan penundaan pelantikan presiden,"1,79085E+18",,taufik_q,in,,0,0,0,https://x.com/Safarmusafir2/status/1790850699619913863,"1,52407E+18",Safarmusafir2
"1,79058E+18",Wed May 15 13:06:33 +0000 2024,1,Presiden yang baru tolong peraturan ini langsung dicabut 1 jam setelah Pelantikan jgn mau sebagai penerus kebijakan yang tdk berpihak pada rakyat.,"1,79073E+18",,Kopipait__78,in,,0,0,0,https://x.com/KWIHSOE/status/1790730488594014643,1391742234,KWIHSOE
"1,79073E+18",Wed May 15 13:02:18 +0000 2024,2, sama kaya 2019 belum ada pelantikan udah main Presiden-Presidenan,"1,79073E+18",,,in,Jakarta Selatan Terbaik ,0,1,0,https://x.com/raynoor_/status/1790729419348414637,"1,2504E+18",raynoor_
"1,79068E+18",Wed May 15 10:20:22 +0000 2024,0, btw di statement saya adakah untuk menagih janji tersebut sekarang? apakah sekarang sudah waktunya untuk pelantikan presiden? ,"1,79069E+18",,onyourdaay,in,,0,0,0,https://x.com/Sharctt/status/1790688667239067743,"1,53159E+18",Sharctt
"1,79065E+18",Wed May 15 08:06:56 +0000 2024,0,Doakan pelantikan Presiden segera agar punya keputusan tertinggi,"1,79066E+18",,DolangMas,in,,0,1,0,https://x.com/BANGSAygSUJUD/status/1790655087041515854,"1,18904E+18",BANGSAygSUJUD
"1,79037E+18",Wed May 15 04:16:54 +0000 2024,0,@sandiuno Hallo pak presiden kapan pelantikan,"1,7906E+18",,sandiuno,in,"Jawa Tengah, Indonesia",0,0,0,https://x.com/Rdl0789/status/1790597199933616369,"1,68601E+18",Rdl0789
"1,79034E+18",Tue May 14 12:26:32 +0000 2024,0,pastikan bahwa presiden yg dilantik tak memiliki hubungan apapun dengn zionis israel segera teliti atau cari tau sebelum pelantikan apakah pa Prabowo memiliki hubungan dngn zionis israel? Bersihkan RI dari anasir anasir zionis israel,"1,79036E+18",,C4k_D3pp,in,,0,0,0,https://x.com/BuanaJannah/status/1790358030250578123,"1,61931E+18",BuanaJannah
"1,79034E+18",Tue May 14 12:13:27 +0000 2024,5,Presiden RI wajib tak berapeliasi atau wajib tak memiliki hubungan apapun dengn zionis israel maka segera teliti cari tau siapa pasangan capres yg akan dilantik apakah memiliki hubungan kedekatan dngn zionis israel? Jika ada hubungan dngn zionis israel mka jangn ada pelantikan,"1,79035E+18",,5teV3n_Pe9eL,in,,0,0,1,https://x.com/BuanaJannah/status/1790354737914880120,"1,61931E+18",BuanaJannah
"1,79027E+18",Tue May 14 06:32:34 +0000 2024,1,Ketua MPR Tegaskan Pelantikan Presiden - Wapres Terpilih Tak Bisa Dijegal Termasuk Putusan PTUN. ,"1,79027E+18",https://pbs.twimg.com/media/GNhQF1OaMAAkZQK.jpg,,in,,0,0,1,https://x.com/portbibib/status/1790268951857168556,"1,75685E+18",portbibib
